strike,highPrice,lowPrice,lastPrice,priceChange,bidPrice,askPrice,volume,openInterest,premium,tradeTime,StrikeIdentifier,lastPriceIndentifier,contractDate
5.5000,3.0049,3.0049,3.0049,+0.0042,N/A,N/A,N/A,50,30049.00,05/27/21,P,s,Jul 1 2023
6.0000,0.0023,0.0023,0.0023,+0.0001,N/A,N/A,N/A,65,23.00,05/27/21,C,s,Jul 1 2023
6.7500,0.0014,0.0014,0.0014,+0.0001,N/A,N/A,N/A,74,14.00,05/27/21,C,s,Jul 1 2023
1.2500,0.0017,0.0017,0.0017,+0.0001,N/A,N/A,N/A,25,17.00,05/27/21,P,,Aug 1 2023
1.5000,0.0093,0.0093,0.0093,+0.0003,N/A,N/A,N/A,792,93.00,05/27/21,P,s,Aug 1 2023
1.7500,0.0312,0.0312,0.0312,+0.0008,N/A,N/A,N/A,100,312.00,05/27/21,P,s,Aug 1 2023
1.9000,0.0558,0.0558,0.0558,+0.0012,N/A,N/A,N/A,100,558.00,05/27/21,P,s,Aug 1 2023
2.0000,0.0785,0.0785,0.0785,+0.0014,N/A,N/A,N/A,1200,785.00,05/27/21,P,s,Aug 1 2023
2.2500,0.1612,0.1612,0.1612,+0.0023,N/A,N/A,N/A,328,1612.00,05/27/21,P,s,Aug 1 2023
2.3000,0.1824,0.1824,0.1824,+0.0025,N/A,N/A,N/A,19,1824.00,05/27/21,P,s,Aug 1 2023
2.3500,0.3597,0.3597,0.3597,-0.0013,N/A,N/A,N/A,125,3597.00,05/27/21,C,s,Aug 1 2023
2.3500,0.2051,0.2051,0.2051,+0.0027,N/A,N/A,N/A,59,2051.00,05/27/21,P,s,Aug 1 2023
2.3600,0.2098,0.2098,0.2098,+0.0027,N/A,N/A,N/A,14,2098.00,05/27/21,P,s,Aug 1 2023
2.4000,0.2293,0.2293,0.2293,+0.0029,N/A,N/A,N/A,18,2293.00,05/27/21,P,s,Aug 1 2023
2.4400,0.3146,0.3146,0.3146,-0.0010,N/A,N/A,N/A,3,3146.00,05/27/21,C,s,Aug 1 2023
2.4500,0.3099,0.3099,0.3099,-0.0009,N/A,N/A,N/A,100,3099.00,05/27/21,C,s,Aug 1 2023
2.4500,0.2550,0.2550,0.2550,+0.0030,N/A,N/A,N/A,69,2550.00,05/27/21,P,s,Aug 1 2023
2.4800,0.2711,0.2711,0.2711,+0.0031,N/A,N/A,N/A,15,2711.00,05/27/21,P,s,Aug 1 2023
2.5000,0.2871,0.2871,0.2871,-0.0008,N/A,N/A,N/A,1475,2871.00,05/27/21,C,s,Aug 1 2023
2.5000,0.2822,0.2822,0.2822,+0.0032,N/A,N/A,N/A,735,2822.00,05/27/21,P,s,Aug 1 2023
2.5500,0.2658,0.2658,0.2658,-0.0006,N/A,N/A,N/A,5,2658.00,05/27/21,C,s,Aug 1 2023
2.5700,0.2576,0.2576,0.2576,-0.0006,N/A,N/A,N/A,14,2576.00,05/27/21,C,s,Aug 1 2023
2.5800,0.2536,0.2536,0.2536,-0.0006,N/A,N/A,N/A,14,2536.00,05/27/21,C,s,Aug 1 2023
2.5900,0.2496,0.2496,0.2496,-0.0006,N/A,N/A,N/A,6,2496.00,05/27/21,C,s,Aug 1 2023
2.6000,0.2457,0.2457,0.2457,-0.0006,N/A,N/A,N/A,228,2457.00,05/27/21,C,s,Aug 1 2023
2.6100,0.2419,0.2419,0.2419,-0.0005,N/A,N/A,N/A,1,2419.00,05/27/21,C,s,Aug 1 2023
2.6300,0.2343,0.2343,0.2343,-0.0006,N/A,N/A,N/A,15,2343.00,05/27/21,C,s,Aug 1 2023
2.6500,0.2270,0.2270,0.2270,-0.0005,N/A,N/A,N/A,75,2270.00,05/27/21,C,s,Aug 1 2023
2.6500,0.3716,0.3716,0.3716,+0.0035,N/A,N/A,N/A,10,3716.00,05/27/21,P,s,Aug 1 2023
2.6700,0.2199,0.2199,0.2199,-0.0004,N/A,N/A,N/A,9,2199.00,05/27/21,C,s,Aug 1 2023
2.7000,0.2095,0.2095,0.2095,-0.0004,N/A,N/A,N/A,50,2095.00,05/27/21,C,s,Aug 1 2023
2.7000,0.4040,0.4040,0.4040,+0.0036,N/A,N/A,N/A,12,4040.00,05/27/21,P,s,Aug 1 2023
2.7300,0.1996,0.1996,0.1996,-0.0003,N/A,N/A,N/A,2,1996.00,05/27/21,C,s,Aug 1 2023
2.7400,0.1964,0.1964,0.1964,-0.0003,N/A,N/A,N/A,15,1964.00,05/27/21,C,s,Aug 1 2023
2.7500,0.1932,0.1932,0.1932,-0.0003,N/A,N/A,N/A,1979,1932.00,05/27/21,C,s,Aug 1 2023
2.7500,0.4376,0.4376,0.4376,+0.0037,N/A,N/A,N/A,400,4376.00,05/27/21,P,s,Aug 1 2023
2.7700,0.1870,0.1870,0.1870,-0.0003,N/A,N/A,N/A,14,1870.00,05/27/21,C,s,Aug 1 2023
2.8000,0.1781,0.1781,0.1781,-0.0002,N/A,N/A,N/A,255,1781.00,05/27/21,C,s,Aug 1 2023
2.8200,0.1723,0.1723,0.1723,-0.0002,N/A,N/A,N/A,60,1723.00,05/27/21,C,s,Aug 1 2023
2.8500,0.1640,0.1640,0.1640,-0.0002,N/A,N/A,N/A,1,1640.00,05/27/21,C,s,Aug 1 2023
2.8700,0.1587,0.1587,0.1587,-0.0001,N/A,N/A,N/A,15,1587.00,05/27/21,C,s,Aug 1 2023
2.8800,0.1561,0.1561,0.1561,-0.0001,N/A,N/A,N/A,10,1561.00,05/27/21,C,s,Aug 1 2023
2.9000,0.1510,0.1510,0.1510,unch,N/A,N/A,N/A,14,1510.00,05/27/21,C,s,Aug 1 2023
3.0000,0.1277,0.1277,0.1277,unch,N/A,N/A,N/A,3857,1277.00,05/27/21,C,s,Aug 1 2023
3.0500,0.1174,0.1174,0.1174,+0.0001,N/A,N/A,N/A,10,1174.00,05/27/21,C,s,Aug 1 2023
3.2500,0.0835,0.0835,0.0835,+0.0002,N/A,N/A,N/A,750,835.00,05/27/21,C,s,Aug 1 2023
3.5000,0.0543,0.0543,0.0543,+0.0003,N/A,N/A,N/A,1315,543.00,05/27/21,C,s,Aug 1 2023
3.7000,0.0385,0.0385,0.0385,+0.0002,N/A,N/A,N/A,10,385.00,05/27/21,C,s,Aug 1 2023
3.7500,0.0354,0.0354,0.0354,+0.0003,N/A,N/A,N/A,275,354.00,05/27/21,C,s,Aug 1 2023
4.0000,0.0234,0.0234,0.0234,+0.0003,N/A,N/A,N/A,2011,234.00,05/27/21,C,s,Aug 1 2023
4.5000,0.0109,0.0109,0.0109,+0.0002,N/A,N/A,N/A,312,109.00,05/27/21,C,s,Aug 1 2023
4.7000,0.0084,0.0084,0.0084,+0.0002,N/A,N/A,N/A,30,84.00,05/27/21,C,s,Aug 1 2023
4.9000,0.0065,0.0065,0.0065,+0.0001,N/A,N/A,N/A,86,65.00,05/27/21,C,s,Aug 1 2023
4.9500,0.0062,0.0062,0.0062,+0.0002,N/A,N/A,N/A,200,62.00,05/27/21,C,s,Aug 1 2023
5.0000,0.0058,0.0058,0.0058,+0.0001,N/A,N/A,N/A,1050,58.00,05/27/21,C,s,Aug 1 2023
5.2500,0.0045,0.0045,0.0045,+0.0001,N/A,N/A,N/A,30,45.00,05/27/21,C,s,Aug 1 2023
5.2500,2.7428,2.7428,2.7428,+0.0042,N/A,N/A,N/A,30,27428.00,05/27/21,P,s,Aug 1 2023
5.5000,0.0036,0.0036,0.0036,+0.0001,N/A,N/A,N/A,50,36.00,05/27/21,C,s,Aug 1 2023
5.5000,2.9913,2.9913,2.9913,+0.0042,N/A,N/A,N/A,50,29913.00,05/27/21,P,s,Aug 1 2023
6.0000,0.0025,0.0025,0.0025,+0.0001,N/A,N/A,N/A,65,25.00,05/27/21,C,s,Aug 1 2023
6.7500,0.0015,0.0015,0.0015,unch,N/A,N/A,N/A,77,15.00,05/27/21,C,s,Aug 1 2023
1.2500,0.0020,0.0020,0.0020,+0.0001,N/A,N/A,N/A,25,20.00,05/27/21,P,,Sep 1 2023
1.5000,0.0104,0.0104,0.0104,+0.0003,N/A,N/A,N/A,792,104.00,05/27/21,P,s,Sep 1 2023
1.7500,0.0338,0.0338,0.0338,+0.0007,N/A,N/A,N/A,100,338.00,05/27/21,P,s,Sep 1 2023
1.9000,0.0597,0.0597,0.0597,+0.0011,N/A,N/A,N/A,100,597.00,05/27/21,P,s,Sep 1 2023
2.0000,0.0833,0.0833,0.0833,+0.0013,N/A,N/A,N/A,1200,833.00,05/27/21,P,s,Sep 1 2023
2.2500,0.1683,0.1683,0.1683,+0.0020,N/A,N/A,N/A,328,1683.00,05/27/21,P,s,Sep 1 2023
2.3000,0.1899,0.1899,0.1899,+0.0022,N/A,N/A,N/A,19,1899.00,05/27/21,P,s,Sep 1 2023
2.3500,0.3585,0.3585,0.3585,-0.0007,N/A,N/A,N/A,125,3585.00,05/27/21,C,s,Sep 1 2023
2.3500,0.2129,0.2129,0.2129,+0.0023,N/A,N/A,N/A,59,2129.00,05/27/21,P,s,Sep 1 2023
2.3600,0.2177,0.2177,0.2177,+0.0023,N/A,N/A,N/A,14,2177.00,05/27/21,P,s,Sep 1 2023
2.4000,0.2375,0.2375,0.2375,+0.0024,N/A,N/A,N/A,18,2375.00,05/27/21,P,s,Sep 1 2023
2.4400,0.3140,0.3140,0.3140,-0.0005,N/A,N/A,N/A,3,3140.00,05/27/21,C,s,Sep 1 2023
2.4500,0.3093,0.3093,0.3093,-0.0006,N/A,N/A,N/A,100,3093.00,05/27/21,C,s,Sep 1 2023
2.4500,0.2635,0.2635,0.2635,+0.0025,N/A,N/A,N/A,69,2635.00,05/27/21,P,s,Sep 1 2023
2.4800,0.2797,0.2797,0.2797,+0.0025,N/A,N/A,N/A,15,2797.00,05/27/21,P,s,Sep 1 2023
2.5000,0.2869,0.2869,0.2869,-0.0004,N/A,N/A,N/A,1475,2869.00,05/27/21,C,s,Sep 1 2023
2.5000,0.2909,0.2909,0.2909,+0.0026,N/A,N/A,N/A,735,2909.00,05/27/21,P,s,Sep 1 2023
2.5500,0.2658,0.2658,0.2658,-0.0003,N/A,N/A,N/A,5,2658.00,05/27/21,C,s,Sep 1 2023
2.5700,0.2577,0.2577,0.2577,-0.0004,N/A,N/A,N/A,14,2577.00,05/27/21,C,s,Sep 1 2023
2.5800,0.2538,0.2538,0.2538,-0.0003,N/A,N/A,N/A,14,2538.00,05/27/21,C,s,Sep 1 2023
2.5900,0.2499,0.2499,0.2499,-0.0003,N/A,N/A,N/A,6,2499.00,05/27/21,C,s,Sep 1 2023
2.6000,0.2460,0.2460,0.2460,-0.0003,N/A,N/A,N/A,228,2460.00,05/27/21,C,s,Sep 1 2023
2.6100,0.2422,0.2422,0.2422,-0.0003,N/A,N/A,N/A,1,2422.00,05/27/21,C,s,Sep 1 2023
2.6300,0.2348,0.2348,0.2348,-0.0002,N/A,N/A,N/A,15,2348.00,05/27/21,C,s,Sep 1 2023
2.6500,0.2275,0.2275,0.2275,-0.0002,N/A,N/A,N/A,75,2275.00,05/27/21,C,s,Sep 1 2023
2.6500,0.3811,0.3811,0.3811,+0.0028,N/A,N/A,N/A,10,3811.00,05/27/21,P,s,Sep 1 2023
2.6700,0.2205,0.2205,0.2205,-0.0002,N/A,N/A,N/A,9,2205.00,05/27/21,C,s,Sep 1 2023
2.7000,0.2103,0.2103,0.2103,-0.0001,N/A,N/A,N/A,50,2103.00,05/27/21,C,s,Sep 1 2023
2.7000,0.4137,0.4137,0.4137,+0.0029,N/A,N/A,N/A,12,4137.00,05/27/21,P,s,Sep 1 2023
2.7300,0.2005,0.2005,0.2005,-0.0001,N/A,N/A,N/A,2,2005.00,05/27/21,C,s,Sep 1 2023
2.7400,0.1973,0.1973,0.1973,-0.0001,N/A,N/A,N/A,15,1973.00,05/27/21,C,s,Sep 1 2023
2.7500,0.1942,0.1942,0.1942,unch,N/A,N/A,N/A,1979,1942.00,05/27/21,C,s,Sep 1 2023
2.7500,0.4475,0.4475,0.4475,+0.0030,N/A,N/A,N/A,400,4475.00,05/27/21,P,s,Sep 1 2023
2.7700,0.1880,0.1880,0.1880,-0.0001,N/A,N/A,N/A,14,1880.00,05/27/21,C,s,Sep 1 2023
2.8000,0.1792,0.1792,0.1792,unch,N/A,N/A,N/A,255,1792.00,05/27/21,C,s,Sep 1 2023
2.8200,0.1735,0.1735,0.1735,unch,N/A,N/A,N/A,60,1735.00,05/27/21,C,s,Sep 1 2023
2.8500,0.1653,0.1653,0.1653,+0.0001,N/A,N/A,N/A,1,1653.00,05/27/21,C,s,Sep 1 2023
2.8700,0.1600,0.1600,0.1600,+0.0001,N/A,N/A,N/A,15,1600.00,05/27/21,C,s,Sep 1 2023
2.8800,0.1574,0.1574,0.1574,+0.0001,N/A,N/A,N/A,10,1574.00,05/27/21,C,s,Sep 1 2023
2.9000,0.1523,0.1523,0.1523,+0.0001,N/A,N/A,N/A,14,1523.00,05/27/21,C,s,Sep 1 2023
3.0000,0.1293,0.1293,0.1293,+0.0002,N/A,N/A,N/A,3857,1293.00,05/27/21,C,s,Sep 1 2023
3.0500,0.1190,0.1190,0.1190,+0.0002,N/A,N/A,N/A,10,1190.00,05/27/21,C,s,Sep 1 2023
3.2500,0.0853,0.0853,0.0853,+0.0004,N/A,N/A,N/A,750,853.00,05/27/21,C,s,Sep 1 2023
3.5000,0.0559,0.0559,0.0559,+0.0003,N/A,N/A,N/A,1315,559.00,05/27/21,C,s,Sep 1 2023
3.7000,0.0400,0.0400,0.0400,+0.0004,N/A,N/A,N/A,10,400.00,05/27/21,C,s,Sep 1 2023
3.7500,0.0368,0.0368,0.0368,+0.0003,N/A,N/A,N/A,275,368.00,05/27/21,C,s,Sep 1 2023
4.0000,0.0245,0.0245,0.0245,+0.0003,N/A,N/A,N/A,2011,245.00,05/27/21,C,s,Sep 1 2023
4.5000,0.0116,0.0116,0.0116,+0.0002,N/A,N/A,N/A,312,116.00,05/27/21,C,s,Sep 1 2023
4.7000,0.0089,0.0089,0.0089,+0.0002,N/A,N/A,N/A,30,89.00,05/27/21,C,s,Sep 1 2023
4.9000,0.0070,0.0070,0.0070,+0.0002,N/A,N/A,N/A,86,70.00,05/27/21,C,s,Sep 1 2023
4.9500,0.0066,0.0066,0.0066,+0.0002,N/A,N/A,N/A,199,66.00,05/27/21,C,s,Sep 1 2023
5.0000,0.0062,0.0062,0.0062,+0.0001,N/A,N/A,N/A,1050,62.00,05/27/21,C,s,Sep 1 2023
5.2500,0.0048,0.0048,0.0048,+0.0001,N/A,N/A,N/A,30,48.00,05/27/21,C,s,Sep 1 2023
5.2500,2.7512,2.7512,2.7512,+0.0032,N/A,N/A,N/A,30,27512.00,05/27/21,P,s,Sep 1 2023
5.5000,0.0039,0.0039,0.0039,+0.0001,N/A,N/A,N/A,50,39.00,05/27/21,C,s,Sep 1 2023
5.5000,2.9995,2.9995,2.9995,+0.0032,N/A,N/A,N/A,50,29995.00,05/27/21,P,s,Sep 1 2023
6.0000,0.0027,0.0027,0.0027,+0.0001,N/A,N/A,N/A,65,27.00,05/27/21,C,s,Sep 1 2023
6.7500,0.0017,0.0017,0.0017,+0.0001,N/A,N/A,N/A,77,17.00,05/27/21,C,s,Sep 1 2023
1.2500,0.0021,0.0021,0.0021,+0.0001,N/A,N/A,N/A,25,21.00,05/27/21,P,,Oct 1 2023
1.5000,0.0105,0.0105,0.0105,+0.0002,N/A,N/A,N/A,792,105.00,05/27/21,P,s,Oct 1 2023
1.7500,0.0336,0.0336,0.0336,+0.0006,N/A,N/A,N/A,100,336.00,05/27/21,P,s,Oct 1 2023
1.9000,0.0588,0.0588,0.0588,+0.0010,N/A,N/A,N/A,100,588.00,05/27/21,P,s,Oct 1 2023
2.0000,0.0817,0.0817,0.0817,+0.0012,N/A,N/A,N/A,1200,817.00,05/27/21,P,s,Oct 1 2023
2.2500,0.1638,0.1638,0.1638,+0.0019,N/A,N/A,N/A,328,1638.00,05/27/21,P,s,Oct 1 2023
2.3000,0.1847,0.1847,0.1847,+0.0021,N/A,N/A,N/A,19,1847.00,05/27/21,P,s,Oct 1 2023
2.3500,0.3874,0.3874,0.3874,-0.0008,N/A,N/A,N/A,125,3874.00,05/27/21,C,s,Oct 1 2023
2.3500,0.2069,0.2069,0.2069,+0.0021,N/A,N/A,N/A,59,2069.00,05/27/21,P,s,Oct 1 2023
2.3600,0.2116,0.2116,0.2116,+0.0022,N/A,N/A,N/A,14,2116.00,05/27/21,P,s,Oct 1 2023
2.4000,0.2307,0.2307,0.2307,+0.0023,N/A,N/A,N/A,18,2307.00,05/27/21,P,s,Oct 1 2023
2.4400,0.3414,0.3414,0.3414,-0.0006,N/A,N/A,N/A,3,3414.00,05/27/21,C,s,Oct 1 2023
2.4500,0.3366,0.3366,0.3366,-0.0006,N/A,N/A,N/A,100,3366.00,05/27/21,C,s,Oct 1 2023
2.4500,0.2558,0.2558,0.2558,+0.0023,N/A,N/A,N/A,69,2558.00,05/27/21,P,s,Oct 1 2023
2.4800,0.2716,0.2716,0.2716,+0.0024,N/A,N/A,N/A,15,2716.00,05/27/21,P,s,Oct 1 2023
2.5000,0.3133,0.3133,0.3133,-0.0005,N/A,N/A,N/A,1475,3133.00,05/27/21,C,s,Oct 1 2023
2.5000,0.2824,0.2824,0.2824,+0.0025,N/A,N/A,N/A,735,2824.00,05/27/21,P,s,Oct 1 2023
2.5500,0.2913,0.2913,0.2913,-0.0005,N/A,N/A,N/A,5,2913.00,05/27/21,C,s,Oct 1 2023
2.5700,0.2829,0.2829,0.2829,-0.0004,N/A,N/A,N/A,14,2829.00,05/27/21,C,s,Oct 1 2023
2.5800,0.2788,0.2788,0.2788,-0.0004,N/A,N/A,N/A,14,2788.00,05/27/21,C,s,Oct 1 2023
2.5900,0.2747,0.2747,0.2747,-0.0004,N/A,N/A,N/A,6,2747.00,05/27/21,C,s,Oct 1 2023
2.6000,0.2707,0.2707,0.2707,-0.0003,N/A,N/A,N/A,228,2707.00,05/27/21,C,s,Oct 1 2023
2.6100,0.2667,0.2667,0.2667,-0.0003,N/A,N/A,N/A,1,2667.00,05/27/21,C,s,Oct 1 2023
2.6300,0.2589,0.2589,0.2589,-0.0003,N/A,N/A,N/A,15,2589.00,05/27/21,C,s,Oct 1 2023
2.6500,0.2513,0.2513,0.2513,-0.0003,N/A,N/A,N/A,75,2513.00,05/27/21,C,s,Oct 1 2023
2.6500,0.3699,0.3699,0.3699,+0.0027,N/A,N/A,N/A,10,3699.00,05/27/21,P,s,Oct 1 2023
2.6700,0.2439,0.2439,0.2439,-0.0002,N/A,N/A,N/A,9,2439.00,05/27/21,C,s,Oct 1 2023
2.7000,0.2331,0.2331,0.2331,-0.0002,N/A,N/A,N/A,50,2331.00,05/27/21,C,s,Oct 1 2023
2.7000,0.4016,0.4016,0.4016,+0.0028,N/A,N/A,N/A,12,4016.00,05/27/21,P,s,Oct 1 2023
2.7300,0.2227,0.2227,0.2227,-0.0002,N/A,N/A,N/A,2,2227.00,05/27/21,C,s,Oct 1 2023
2.7400,0.2194,0.2194,0.2194,-0.0002,N/A,N/A,N/A,15,2194.00,05/27/21,C,s,Oct 1 2023
2.7500,0.2161,0.2161,0.2161,-0.0001,N/A,N/A,N/A,1979,2161.00,05/27/21,C,s,Oct 1 2023
2.7500,0.4344,0.4344,0.4344,+0.0028,N/A,N/A,N/A,400,4344.00,05/27/21,P,s,Oct 1 2023
2.7700,0.2096,0.2096,0.2096,-0.0001,N/A,N/A,N/A,14,2096.00,05/27/21,C,s,Oct 1 2023
2.8000,0.2002,0.2002,0.2002,-0.0001,N/A,N/A,N/A,255,2002.00,05/27/21,C,s,Oct 1 2023
2.8200,0.1941,0.1941,0.1941,-0.0001,N/A,N/A,N/A,60,1941.00,05/27/21,C,s,Oct 1 2023
2.8500,0.1853,0.1853,0.1853,-0.0001,N/A,N/A,N/A,1,1853.00,05/27/21,C,s,Oct 1 2023
2.8700,0.1797,0.1797,0.1797,unch,N/A,N/A,N/A,15,1797.00,05/27/21,C,s,Oct 1 2023
2.8800,0.1769,0.1769,0.1769,unch,N/A,N/A,N/A,10,1769.00,05/27/21,C,s,Oct 1 2023
2.9000,0.1715,0.1715,0.1715,unch,N/A,N/A,N/A,14,1715.00,05/27/21,C,s,Oct 1 2023
3.0000,0.1467,0.1467,0.1467,+0.0002,N/A,N/A,N/A,3857,1467.00,05/27/21,C,s,Oct 1 2023
3.0500,0.1355,0.1355,0.1355,+0.0001,N/A,N/A,N/A,10,1355.00,05/27/21,C,s,Oct 1 2023
3.2500,0.0986,0.0986,0.0986,+0.0003,N/A,N/A,N/A,750,986.00,05/27/21,C,s,Oct 1 2023
3.5000,0.0659,0.0659,0.0659,+0.0002,N/A,N/A,N/A,1315,659.00,05/27/21,C,s,Oct 1 2023
3.7000,0.0478,0.0478,0.0478,+0.0003,N/A,N/A,N/A,10,478.00,05/27/21,C,s,Oct 1 2023
3.7500,0.0441,0.0441,0.0441,+0.0002,N/A,N/A,N/A,275,441.00,05/27/21,C,s,Oct 1 2023
4.0000,0.0298,0.0298,0.0298,+0.0003,N/A,N/A,N/A,2011,298.00,05/27/21,C,s,Oct 1 2023
4.5000,0.0144,0.0144,0.0144,+0.0003,0.0150,N/A,N/A,312,144.00,05/27/21,C,s,Oct 1 2023
4.7000,0.0110,0.0110,0.0110,+0.0002,N/A,N/A,N/A,30,110.00,05/27/21,C,s,Oct 1 2023
4.9000,0.0086,0.0086,0.0086,+0.0001,N/A,N/A,N/A,24,86.00,05/27/21,C,s,Oct 1 2023
5.0000,0.0077,0.0077,0.0077,+0.0002,N/A,N/A,N/A,1248,77.00,05/27/21,C,s,Oct 1 2023
5.2500,0.0059,0.0059,0.0059,+0.0001,N/A,N/A,N/A,30,59.00,05/27/21,C,s,Oct 1 2023
5.2500,2.7164,2.7164,2.7164,+0.0032,N/A,N/A,N/A,30,27164.00,05/27/21,P,s,Oct 1 2023
5.5000,0.0047,0.0047,0.0047,+0.0001,N/A,N/A,N/A,50,47.00,05/27/21,C,s,Oct 1 2023
5.5000,2.9644,2.9644,2.9644,+0.0032,N/A,N/A,N/A,50,29644.00,05/27/21,P,s,Oct 1 2023
6.0000,0.0032,0.0032,0.0032,+0.0001,N/A,N/A,N/A,65,32.00,05/27/21,C,s,Oct 1 2023
6.7500,0.0020,0.0020,0.0020,+0.0001,N/A,N/A,N/A,78,20.00,05/27/21,C,s,Oct 1 2023
1.2500,0.0022,0.0022,0.0022,+0.0001,N/A,N/A,N/A,25,22.00,05/27/21,P,,Nov 1 2023
1.5000,0.0103,0.0103,0.0103,+0.0002,N/A,N/A,N/A,792,103.00,05/27/21,P,s,Nov 1 2023
1.7500,0.0321,0.0321,0.0321,+0.0006,N/A,N/A,N/A,100,321.00,05/27/21,P,s,Nov 1 2023
1.9000,0.0554,0.0554,0.0554,+0.0009,N/A,N/A,N/A,100,554.00,05/27/21,P,s,Nov 1 2023
2.0000,0.0765,0.0765,0.0765,+0.0011,N/A,N/A,N/A,1023,765.00,05/27/21,P,s,Nov 1 2023
2.2500,0.1524,0.1524,0.1524,+0.0017,N/A,N/A,N/A,328,1524.00,05/27/21,P,s,Nov 1 2023
2.3000,0.1719,0.1719,0.1719,+0.0019,N/A,N/A,N/A,19,1719.00,05/27/21,P,s,Nov 1 2023
2.3500,0.1929,0.1929,0.1929,+0.0020,N/A,N/A,N/A,59,1929.00,05/27/21,P,s,Nov 1 2023
2.3600,0.1972,0.1972,0.1972,+0.0020,N/A,N/A,N/A,14,1972.00,05/27/21,P,s,Nov 1 2023
2.4000,0.2152,0.2152,0.2152,+0.0021,N/A,N/A,N/A,18,2152.00,05/27/21,P,s,Nov 1 2023
2.4400,0.4035,0.4035,0.4035,-0.0008,N/A,N/A,N/A,3,4035.00,05/27/21,C,s,Nov 1 2023
2.4500,0.2390,0.2390,0.2390,+0.0022,N/A,N/A,N/A,69,2390.00,05/27/21,P,s,Nov 1 2023
2.4800,0.2540,0.2540,0.2540,+0.0023,N/A,N/A,N/A,15,2540.00,05/27/21,P,s,Nov 1 2023
2.5000,0.3739,0.3739,0.3739,-0.0006,N/A,N/A,N/A,505,3739.00,05/27/21,C,s,Nov 1 2023
2.5000,0.2642,0.2642,0.2642,+0.0023,N/A,N/A,N/A,635,2642.00,05/27/21,P,s,Nov 1 2023
2.5500,0.3507,0.3507,0.3507,-0.0004,N/A,N/A,N/A,5,3507.00,05/27/21,C,s,Nov 1 2023
2.5700,0.3417,0.3417,0.3417,-0.0005,N/A,N/A,N/A,14,3417.00,05/27/21,C,s,Nov 1 2023
2.5800,0.3373,0.3373,0.3373,-0.0004,N/A,N/A,N/A,14,3373.00,05/27/21,C,s,Nov 1 2023
2.6000,0.3287,0.3287,0.3287,-0.0004,N/A,N/A,N/A,28,3287.00,05/27/21,C,s,Nov 1 2023
2.6100,0.3244,0.3244,0.3244,-0.0004,N/A,N/A,N/A,1,3244.00,05/27/21,C,s,Nov 1 2023
2.6300,0.3161,0.3161,0.3161,-0.0003,N/A,N/A,N/A,15,3161.00,05/27/21,C,s,Nov 1 2023
2.6500,0.3079,0.3079,0.3079,-0.0003,N/A,N/A,N/A,14,3079.00,05/27/21,C,s,Nov 1 2023
2.6500,0.3478,0.3478,0.3478,+0.0027,N/A,N/A,N/A,10,3478.00,05/27/21,P,s,Nov 1 2023
2.6700,0.2999,0.2999,0.2999,-0.0003,N/A,N/A,N/A,3,2999.00,05/27/21,C,s,Nov 1 2023
2.7000,0.2883,0.2883,0.2883,-0.0003,N/A,N/A,N/A,25,2883.00,05/27/21,C,s,Nov 1 2023
2.7000,0.3780,0.3780,0.3780,+0.0028,N/A,N/A,N/A,12,3780.00,05/27/21,P,s,Nov 1 2023
2.7300,0.2771,0.2771,0.2771,-0.0002,N/A,N/A,N/A,2,2771.00,05/27/21,C,s,Nov 1 2023
2.7400,0.2735,0.2735,0.2735,-0.0002,N/A,N/A,N/A,15,2735.00,05/27/21,C,s,Nov 1 2023
2.7500,0.2699,0.2699,0.2699,-0.0002,N/A,N/A,N/A,1839,2699.00,05/27/21,C,s,Nov 1 2023
2.7500,0.4094,0.4094,0.4094,+0.0028,N/A,N/A,N/A,400,4094.00,05/27/21,P,s,Nov 1 2023
2.7700,0.2628,0.2628,0.2628,-0.0002,N/A,N/A,N/A,14,2628.00,05/27/21,C,s,Nov 1 2023
2.8000,0.2525,0.2525,0.2525,-0.0002,N/A,N/A,N/A,141,2525.00,05/27/21,C,s,Nov 1 2023
2.8200,0.2459,0.2459,0.2459,-0.0002,N/A,N/A,N/A,60,2459.00,05/27/21,C,s,Nov 1 2023
2.8500,0.2363,0.2363,0.2363,-0.0001,N/A,N/A,N/A,1,2363.00,05/27/21,C,s,Nov 1 2023
2.8700,0.2302,0.2302,0.2302,unch,N/A,N/A,N/A,15,2302.00,05/27/21,C,s,Nov 1 2023
2.8800,0.2271,0.2271,0.2271,unch,N/A,N/A,N/A,10,2271.00,05/27/21,C,s,Nov 1 2023
2.9000,0.2212,0.2212,0.2212,unch,N/A,N/A,N/A,14,2212.00,05/27/21,C,s,Nov 1 2023
3.0000,0.1938,0.1938,0.1938,+0.0002,N/A,N/A,N/A,3805,1938.00,05/27/21,C,s,Nov 1 2023
3.0500,0.1814,0.1814,0.1814,+0.0002,N/A,N/A,N/A,10,1814.00,05/27/21,C,s,Nov 1 2023
3.2500,0.1394,0.1394,0.1394,+0.0003,N/A,N/A,N/A,350,1394.00,05/27/21,C,s,Nov 1 2023
3.5000,0.1012,0.1012,0.1012,+0.0004,N/A,N/A,N/A,1118,1012.00,05/27/21,C,s,Nov 1 2023
3.6000,0.0893,0.0893,0.0893,+0.0004,N/A,N/A,N/A,9,893.00,05/27/21,C,s,Nov 1 2023
