strike,lastPrice,tradeTime,StrikeIdentifier,lastPriceIndentifier,ContractDate
2.3,0.1418,05/27/21,P,s,2022-11-01
2.35,0.1589,05/27/21,P,s,2022-11-01
2.38,0.5265,05/27/21,C,s,2022-11-01
2.4,0.1772,05/27/21,P,s,2022-11-01
2.42,0.1848,05/27/21,P,s,2022-11-01
2.44,0.4894,05/27/21,C,s,2022-11-01
2.45,0.1965,05/27/21,P,s,2022-11-01
2.46,0.4774,05/27/21,C,s,2022-11-01
2.46,0.2006,05/27/21,P,s,2022-11-01
2.5,0.4539,05/27/21,C,s,2022-11-01
2.5,0.2171,05/27/21,P,s,2022-11-01
2.54,0.4312,05/27/21,C,s,2022-11-01
2.55,0.2387,05/27/21,P,s,2022-11-01
2.57,0.4146,05/27/21,C,s,2022-11-01
2.6,0.3983,05/27/21,C,s,2022-11-01
2.6,0.2614,05/27/21,P,s,2022-11-01
2.64,0.3773,05/27/21,C,s,2022-11-01
2.65,0.3721,05/27/21,C,s,2022-11-01
2.65,0.2852,05/27/21,P,s,2022-11-01
2.66,0.367,05/27/21,C,s,2022-11-01
2.67,0.362,05/27/21,C,s,2022-11-01
2.68,0.357,05/27/21,C,s,2022-11-01
2.7,0.3471,05/27/21,C,s,2022-11-01
2.7,0.3102,05/27/21,P,s,2022-11-01
2.75,0.3234,05/27/21,C,s,2022-11-01
2.75,0.3364,05/27/21,P,s,2022-11-01
2.77,0.3142,05/27/21,C,s,2022-11-01
2.78,0.3097,05/27/21,C,s,2022-11-01
2.8,0.3008,05/27/21,C,s,2022-11-01
2.85,0.2794,05/27/21,C,s,2022-11-01
2.86,0.2752,05/27/21,C,s,2022-11-01
2.87,0.2712,05/27/21,C,s,2022-11-01
2.88,0.2671,05/27/21,C,s,2022-11-01
2.89,0.2632,05/27/21,C,s,2022-11-01
2.9,0.2592,05/27/21,C,s,2022-11-01
2.94,0.2441,05/27/21,C,s,2022-11-01
2.95,0.2405,05/27/21,C,s,2022-11-01
2.96,0.2369,05/27/21,C,s,2022-11-01
2.97,0.2333,05/27/21,C,s,2022-11-01
3.0,0.2229,05/27/21,C,s,2022-11-01
3.1,0.191,05/27/21,C,s,2022-11-01
3.17,0.1715,05/27/21,C,s,2022-11-01
3.2,0.1639,05/27/21,C,s,2022-11-01
3.25,0.1519,05/27/21,C,s,2022-11-01
3.3,0.1407,05/27/21,C,s,2022-11-01
3.4,0.1206,05/27/21,C,s,2022-11-01
3.46,0.1098,05/27/21,C,s,2022-11-01
3.5,0.1032,05/27/21,C,s,2022-11-01
3.65,0.0822,05/27/21,C,s,2022-11-01
3.75,0.0712,05/27/21,C,s,2022-11-01
4.0,0.0503,05/27/21,C,s,2022-11-01
4.05,0.047,05/27/21,C,s,2022-11-01
4.5,0.0261,05/27/21,C,s,2022-11-01
4.7,0.0203,05/27/21,C,s,2022-11-01
5.0,0.0141,05/27/21,C,s,2022-11-01
6.0,0.0045,05/27/21,C,s,2022-11-01
6.75,0.0021,05/27/21,C,s,2022-11-01
6.9,0.0018,05/27/21,C,s,2022-11-01
1.4,0.0052,05/27/21,P,,2022-12-01
1.5,0.0089,05/27/21,P,s,2022-12-01
1.7,0.0219,05/27/21,P,s,2022-12-01
1.75,0.0266,05/27/21,P,s,2022-12-01
1.85,0.0382,05/27/21,P,s,2022-12-01
1.9,0.0451,05/27/21,P,s,2022-12-01
2.0,0.0615,05/27/21,P,s,2022-12-01
2.1,0.0816,05/27/21,P,s,2022-12-01
2.15,0.093,05/27/21,P,s,2022-12-01
2.2,0.1055,05/27/21,P,s,2022-12-01
2.25,0.1189,05/27/21,P,s,2022-12-01
2.3,0.1334,05/27/21,P,s,2022-12-01
2.35,0.1489,05/27/21,P,s,2022-12-01
2.38,0.6623,05/27/21,C,s,2022-12-01
2.4,0.1654,05/27/21,P,s,2022-12-01
2.42,0.1724,05/27/21,P,s,2022-12-01
2.44,0.6231,05/27/21,C,s,2022-12-01
2.45,0.183,05/27/21,P,s,2022-12-01
2.46,0.6103,05/27/21,C,s,2022-12-01
2.46,0.1866,05/27/21,P,s,2022-12-01
2.5,0.5853,05/27/21,C,s,2022-12-01
2.5,0.2016,05/27/21,P,s,2022-12-01
2.54,0.5609,05/27/21,C,s,2022-12-01
2.55,0.2212,05/27/21,P,s,2022-12-01
2.57,0.5431,05/27/21,C,s,2022-12-01
2.6,0.5256,05/27/21,C,s,2022-12-01
2.6,0.2418,05/27/21,P,s,2022-12-01
2.64,0.5028,05/27/21,C,s,2022-12-01
2.65,0.4973,05/27/21,C,s,2022-12-01
2.65,0.2634,05/27/21,P,s,2022-12-01
2.66,0.4917,05/27/21,C,s,2022-12-01
2.67,0.4862,05/27/21,C,s,2022-12-01
2.68,0.4807,05/27/21,C,s,2022-12-01
2.7,0.4699,05/27/21,C,s,2022-12-01
2.7,0.2861,05/27/21,P,s,2022-12-01
2.75,0.4435,05/27/21,C,s,2022-12-01
2.75,0.3096,05/27/21,P,s,2022-12-01
2.77,0.4332,05/27/21,C,s,2022-12-01
2.78,0.4281,05/27/21,C,s,2022-12-01
2.8,0.4181,05/27/21,C,s,2022-12-01
2.85,0.3937,05/27/21,C,s,2022-12-01
2.86,0.389,05/27/21,C,s,2022-12-01
2.87,0.3843,05/27/21,C,s,2022-12-01
2.88,0.3796,05/27/21,C,s,2022-12-01
2.89,0.375,05/27/21,C,s,2022-12-01
2.9,0.3705,05/27/21,C,s,2022-12-01
2.94,0.3526,05/27/21,C,s,2022-12-01
2.95,0.3482,05/27/21,C,s,2022-12-01
2.96,0.3438,05/27/21,C,s,2022-12-01
2.97,0.3395,05/27/21,C,s,2022-12-01
3.0,0.3269,05/27/21,C,s,2022-12-01
3.1,0.2875,05/27/21,C,s,2022-12-01
3.17,0.2627,05/27/21,C,s,2022-12-01
3.2,0.2527,05/27/21,C,s,2022-12-01
3.25,0.2366,05/27/21,C,s,2022-12-01
3.3,0.2215,05/27/21,C,s,2022-12-01
3.4,0.1944,05/27/21,C,s,2022-12-01
3.46,0.1799,05/27/21,C,s,2022-12-01
3.5,0.1708,05/27/21,C,s,2022-12-01
3.65,0.1405,05/27/21,C,s,2022-12-01
3.75,0.1233,05/27/21,C,s,2022-12-01
4.0,0.0896,05/27/21,C,s,2022-12-01
4.05,0.0843,05/27/21,C,s,2022-12-01
4.5,0.0497,05/27/21,C,s,2022-12-01
4.65,0.0421,05/27/21,C,s,2022-12-01
4.7,0.0398,05/27/21,C,s,2022-12-01
5.0,0.0289,05/27/21,C,s,2022-12-01
5.35,0.0201,05/27/21,C,s,2022-12-01
6.0,0.0106,05/27/21,C,s,2022-12-01
6.75,0.0053,05/27/21,C,s,2022-12-01
1.25,0.0022,05/27/21,P,,2023-01-01
1.5,0.0074,05/27/21,P,s,2023-01-01
1.75,0.0198,05/27/21,P,s,2023-01-01
1.9,0.0329,05/27/21,P,s,2023-01-01
2.0,0.0457,05/27/21,P,s,2023-01-01
2.15,0.0715,05/27/21,P,s,2023-01-01
2.2,0.0821,05/27/21,P,s,2023-01-01
2.25,0.0938,05/27/21,P,s,2023-01-01
2.3,0.1067,05/27/21,P,s,2023-01-01
2.35,0.1211,05/27/21,P,s,2023-01-01
2.36,0.1242,05/27/21,P,s,2023-01-01
2.4,0.1369,05/27/21,P,s,2023-01-01
2.44,0.702,05/27/21,C,s,2023-01-01
2.45,0.1541,05/27/21,P,s,2023-01-01
2.48,0.165,05/27/21,P,s,2023-01-01
2.5,0.6641,05/27/21,C,s,2023-01-01
2.5,0.1725,05/27/21,P,s,2023-01-01
2.55,0.634,05/27/21,C,s,2023-01-01
2.57,0.6224,05/27/21,C,s,2023-01-01
2.58,0.6167,05/27/21,C,s,2023-01-01
2.6,0.6055,05/27/21,C,s,2023-01-01
2.61,0.6,05/27/21,C,s,2023-01-01
2.63,0.5892,05/27/21,C,s,2023-01-01
2.65,0.5786,05/27/21,C,s,2023-01-01
2.65,0.2369,05/27/21,P,s,2023-01-01
2.67,0.5682,05/27/21,C,s,2023-01-01
2.7,0.5531,05/27/21,C,s,2023-01-01
2.7,0.2614,05/27/21,P,s,2023-01-01
2.73,0.5385,05/27/21,C,s,2023-01-01
2.74,0.5337,05/27/21,C,s,2023-01-01
2.75,0.5289,05/27/21,C,s,2023-01-01
2.75,0.2872,05/27/21,P,s,2023-01-01
2.77,0.5196,05/27/21,C,s,2023-01-01
2.8,0.5062,05/27/21,C,s,2023-01-01
2.8,0.3143,05/27/21,P,s,2023-01-01
2.82,0.4975,05/27/21,C,s,2023-01-01
2.85,0.4848,05/27/21,C,s,2023-01-01
2.86,0.4807,05/27/21,C,s,2023-01-01
2.87,0.4767,05/27/21,C,s,2023-01-01
2.88,0.4727,05/27/21,C,s,2023-01-01
2.9,0.4648,05/27/21,C,s,2023-01-01
3.0,0.4281,05/27/21,C,s,2023-01-01
3.05,0.4114,05/27/21,C,s,2023-01-01
3.17,0.3753,05/27/21,C,s,2023-01-01
3.25,0.3539,05/27/21,C,s,2023-01-01
3.46,0.3052,05/27/21,C,s,2023-01-01
3.5,0.2971,05/27/21,C,s,2023-01-01
3.7,0.261,05/27/21,C,s,2023-01-01
3.75,0.2529,05/27/21,C,s,2023-01-01
4.0,0.2181,05/27/21,C,s,2023-01-01
4.05,0.212,05/27/21,C,s,2023-01-01
4.5,0.1657,05/27/21,C,s,2023-01-01
4.7,0.1495,05/27/21,C,s,2023-01-01
4.9,0.1355,05/27/21,C,s,2023-01-01
5.0,0.1292,05/27/21,C,s,2023-01-01
5.25,0.1147,05/27/21,C,s,2023-01-01
5.25,2.3706,05/27/21,P,s,2023-01-01
5.5,0.1017,05/27/21,C,s,2023-01-01
5.5,2.6074,05/27/21,P,s,2023-01-01
5.6,0.0967,05/27/21,C,s,2023-01-01
6.0,0.0791,05/27/21,C,s,2023-01-01
6.75,0.0545,05/27/21,C,s,2023-01-01
1.25,0.0043,05/27/21,P,,2023-02-01
1.5,0.0131,05/27/21,P,s,2023-02-01
1.75,0.0319,05/27/21,P,s,2023-02-01
1.9,0.0515,05/27/21,P,s,2023-02-01
2.0,0.0689,05/27/21,P,s,2023-02-01
2.15,0.1023,05/27/21,P,s,2023-02-01
2.25,0.1305,05/27/21,P,s,2023-02-01
2.3,0.1466,05/27/21,P,s,2023-02-01
2.35,0.164,05/27/21,P,s,2023-02-01
2.36,0.1676,05/27/21,P,s,2023-02-01
2.4,0.1826,05/27/21,P,s,2023-02-01
2.44,0.6938,05/27/21,C,s,2023-02-01
2.45,0.2024,05/27/21,P,s,2023-02-01
2.48,0.215,05/27/21,P,s,2023-02-01
2.5,0.6593,05/27/21,C,s,2023-02-01
2.5,0.2238,05/27/21,P,s,2023-02-01
2.55,0.6321,05/27/21,C,s,2023-02-01
2.57,0.6216,05/27/21,C,s,2023-02-01
2.58,0.6164,05/27/21,C,s,2023-02-01
2.6,0.6063,05/27/21,C,s,2023-02-01
2.61,0.6013,05/27/21,C,s,2023-02-01
2.63,0.5914,05/27/21,C,s,2023-02-01
2.65,0.5817,05/27/21,C,s,2023-02-01
2.65,0.296,05/27/21,P,s,2023-02-01
2.67,0.5722,05/27/21,C,s,2023-02-01
2.7,0.5583,05/27/21,C,s,2023-02-01
2.7,0.3225,05/27/21,P,s,2023-02-01
2.73,0.5449,05/27/21,C,s,2023-02-01
2.74,0.5406,05/27/21,C,s,2023-02-01
2.75,0.5363,05/27/21,C,s,2023-02-01
2.75,0.3505,05/27/21,P,s,2023-02-01
2.77,0.5279,05/27/21,C,s,2023-02-01
2.8,0.5156,05/27/21,C,s,2023-02-01
2.82,0.5077,05/27/21,C,s,2023-02-01
2.85,0.4961,05/27/21,C,s,2023-02-01
2.87,0.4885,05/27/21,C,s,2023-02-01
2.88,0.4848,05/27/21,C,s,2023-02-01
2.9,0.4776,05/27/21,C,s,2023-02-01
3.0,0.4433,05/27/21,C,s,2023-02-01
3.05,0.4277,05/27/21,C,s,2023-02-01
3.17,0.3936,05/27/21,C,s,2023-02-01
3.25,0.373,05/27/21,C,s,2023-02-01
3.46,0.3257,05/27/21,C,s,2023-02-01
3.5,0.3178,05/27/21,C,s,2023-02-01
3.7,0.282,05/27/21,C,s,2023-02-01
3.75,0.274,05/27/21,C,s,2023-02-01
4.0,0.2388,05/27/21,C,s,2023-02-01
4.05,0.2327,05/27/21,C,s,2023-02-01
4.5,0.1853,05/27/21,C,s,2023-02-01
4.7,0.1684,05/27/21,C,s,2023-02-01
5.0,0.147,05/27/21,C,s,2023-02-01
5.25,0.1319,05/27/21,C,s,2023-02-01
5.25,2.4435,05/27/21,P,s,2023-02-01
5.5,0.1185,05/27/21,C,s,2023-02-01
5.5,2.6798,05/27/21,P,s,2023-02-01
5.55,0.116,05/27/21,C,s,2023-02-01
6.0,0.0949,05/27/21,C,s,2023-02-01
6.5,0.076,05/27/21,C,s,2023-02-01
6.75,0.068,05/27/21,C,s,2023-02-01
6.8,0.0666,05/27/21,C,s,2023-02-01
1.25,0.008,05/27/21,P,,2023-03-01
1.5,0.0224,05/27/21,P,s,2023-03-01
1.75,0.0522,05/27/21,P,s,2023-03-01
1.9,0.0809,05/27/21,P,s,2023-03-01
2.0,0.1053,05/27/21,P,s,2023-03-01
2.15,0.1517,05/27/21,P,s,2023-03-01
2.25,0.189,05/27/21,P,s,2023-03-01
2.3,0.2097,05/27/21,P,s,2023-03-01
2.35,0.2319,05/27/21,P,s,2023-03-01
2.36,0.2365,05/27/21,P,s,2023-03-01
2.4,0.2554,05/27/21,P,s,2023-03-01
2.44,0.5938,05/27/21,C,s,2023-03-01
2.45,0.2803,05/27/21,P,s,2023-03-01
2.48,0.2958,05/27/21,P,s,2023-03-01
2.5,0.5651,05/27/21,C,s,2023-03-01
2.5,0.3064,05/27/21,P,s,2023-03-01
2.55,0.5425,05/27/21,C,s,2023-03-01
2.57,0.5339,05/27/21,C,s,2023-03-01
2.58,0.5297,05/27/21,C,s,2023-03-01
2.6,0.5213,05/27/21,C,s,2023-03-01
2.61,0.5172,05/27/21,C,s,2023-03-01
2.63,0.5092,05/27/21,C,s,2023-03-01
2.65,0.5014,05/27/21,C,s,2023-03-01
2.65,0.3925,05/27/21,P,s,2023-03-01
2.67,0.4937,05/27/21,C,s,2023-03-01
2.7,0.4825,05/27/21,C,s,2023-03-01
2.7,0.4236,05/27/21,P,s,2023-03-01
2.73,0.4716,05/27/21,C,s,2023-03-01
2.74,0.4681,05/27/21,C,s,2023-03-01
2.75,0.4646,05/27/21,C,s,2023-03-01
2.75,0.4556,05/27/21,P,s,2023-03-01
2.77,0.4577,05/27/21,C,s,2023-03-01
2.8,0.4476,05/27/21,C,s,2023-03-01
2.82,0.4411,05/27/21,C,s,2023-03-01
2.85,0.4316,05/27/21,C,s,2023-03-01
2.87,0.4255,05/27/21,C,s,2023-03-01
2.88,0.4225,05/27/21,C,s,2023-03-01
2.9,0.4166,05/27/21,C,s,2023-03-01
3.0,0.3888,05/27/21,C,s,2023-03-01
3.05,0.376,05/27/21,C,s,2023-03-01
3.17,0.3474,05/27/21,C,s,2023-03-01
3.25,0.3301,05/27/21,C,s,2023-03-01
3.46,0.2906,05/27/21,C,s,2023-03-01
3.5,0.2839,05/27/21,C,s,2023-03-01
3.7,0.2536,05/27/21,C,s,2023-03-01
3.75,0.2468,05/27/21,C,s,2023-03-01
4.0,0.2168,05/27/21,C,s,2023-03-01
4.05,0.2114,05/27/21,C,s,2023-03-01
4.5,0.1697,05/27/21,C,s,2023-03-01
4.7,0.1549,05/27/21,C,s,2023-03-01
5.0,0.136,05/27/21,C,s,2023-03-01
5.25,0.1224,05/27/21,C,s,2023-03-01
5.25,2.6104,05/27/21,P,s,2023-03-01
5.3,0.1199,05/27/21,C,s,2023-03-01
5.5,0.1101,05/27/21,C,s,2023-03-01
5.5,2.8477,05/27/21,P,s,2023-03-01
6.0,0.0883,05/27/21,C,s,2023-03-01
6.75,0.064,05/27/21,C,s,2023-03-01
1.25,0.0039,05/27/21,P,,2023-04-01
1.5,0.0168,05/27/21,P,s,2023-04-01
1.75,0.0486,05/27/21,P,s,2023-04-01
1.9,0.081,05/27/21,P,s,2023-04-01
2.0,0.1093,05/27/21,P,s,2023-04-01
2.25,0.2057,05/27/21,P,s,2023-04-01
2.3,0.2292,05/27/21,P,s,2023-04-01
2.35,0.3511,05/27/21,C,s,2023-04-01
2.35,0.2542,05/27/21,P,s,2023-04-01
2.36,0.2594,05/27/21,P,s,2023-04-01
2.4,0.3275,05/27/21,C,s,2023-04-01
2.4,0.2806,05/27/21,P,s,2023-04-01
2.44,0.3096,05/27/21,C,s,2023-04-01
2.45,0.3052,05/27/21,C,s,2023-04-01
2.45,0.3082,05/27/21,P,s,2023-04-01
2.48,0.3254,05/27/21,P,s,2023-04-01
2.49,0.2883,05/27/21,C,s,2023-04-01
2.5,0.2842,05/27/21,C,s,2023-04-01
2.5,0.3372,05/27/21,P,s,2023-04-01
2.55,0.2645,05/27/21,C,s,2023-04-01
2.57,0.2569,05/27/21,C,s,2023-04-01
2.58,0.2532,05/27/21,C,s,2023-04-01
2.59,0.2496,05/27/21,C,s,2023-04-01
2.6,0.246,05/27/21,C,s,2023-04-01
2.61,0.2424,05/27/21,C,s,2023-04-01
2.63,0.2354,05/27/21,C,s,2023-04-01
2.65,0.2286,05/27/21,C,s,2023-04-01
2.65,0.4313,05/27/21,P,s,2023-04-01
2.67,0.2219,05/27/21,C,s,2023-04-01
2.7,0.2123,05/27/21,C,s,2023-04-01
2.7,0.4649,05/27/21,P,s,2023-04-01
2.73,0.203,05/27/21,C,s,2023-04-01
2.74,0.2,05/27/21,C,s,2023-04-01
2.75,0.1971,05/27/21,C,s,2023-04-01
2.75,0.4996,05/27/21,P,s,2023-04-01
2.77,0.1912,05/27/21,C,s,2023-04-01
2.8,0.1828,05/27/21,C,s,2023-04-01
2.82,0.1774,05/27/21,C,s,2023-04-01
2.85,0.1696,05/27/21,C,s,2023-04-01
2.87,0.1645,05/27/21,C,s,2023-04-01
2.88,0.162,05/27/21,C,s,2023-04-01
2.9,0.1572,05/27/21,C,s,2023-04-01
3.0,0.1349,05/27/21,C,s,2023-04-01
3.05,0.125,05/27/21,C,s,2023-04-01
3.25,0.0917,05/27/21,C,s,2023-04-01
3.5,0.0621,05/27/21,C,s,2023-04-01
3.7,0.0456,05/27/21,C,s,2023-04-01
3.75,0.0422,05/27/21,C,s,2023-04-01
4.0,0.0289,05/27/21,C,s,2023-04-01
4.5,0.0142,05/27/21,C,s,2023-04-01
4.7,0.011,05/27/21,C,s,2023-04-01
4.75,0.0103,05/27/21,C,s,2023-04-01
4.9,0.0086,05/27/21,C,s,2023-04-01
5.0,0.0077,05/27/21,C,s,2023-04-01
5.25,0.0059,05/27/21,C,s,2023-04-01
5.25,2.8049,05/27/21,P,s,2023-04-01
5.5,0.0047,05/27/21,C,s,2023-04-01
5.5,3.0533,05/27/21,P,s,2023-04-01
6.0,0.0031,05/27/21,C,s,2023-04-01
6.75,0.0019,05/27/21,C,s,2023-04-01
1.25,0.003,05/27/21,P,,2023-05-01
1.5,0.0143,05/27/21,P,s,2023-05-01
1.75,0.0441,05/27/21,P,s,2023-05-01
1.9,0.0757,05/27/21,P,s,2023-05-01
2.0,0.1038,05/27/21,P,s,2023-05-01
2.25,0.2013,05/27/21,P,s,2023-05-01
2.3,0.2254,05/27/21,P,s,2023-05-01
2.35,0.3129,05/27/21,C,s,2023-05-01
2.35,0.251,05/27/21,P,s,2023-05-01
2.36,0.2563,05/27/21,P,s,2023-05-01
2.4,0.29,05/27/21,C,s,2023-05-01
2.4,0.2781,05/27/21,P,s,2023-05-01
2.44,0.2727,05/27/21,C,s,2023-05-01
2.45,0.2686,05/27/21,C,s,2023-05-01
2.45,0.3065,05/27/21,P,s,2023-05-01
2.48,0.3242,05/27/21,P,s,2023-05-01
2.49,0.2523,05/27/21,C,s,2023-05-01
2.5,0.2484,05/27/21,C,s,2023-05-01
2.5,0.3363,05/27/21,P,s,2023-05-01
2.55,0.2296,05/27/21,C,s,2023-05-01
2.57,0.2224,05/27/21,C,s,2023-05-01
2.58,0.2189,05/27/21,C,s,2023-05-01
2.59,0.2154,05/27/21,C,s,2023-05-01
2.6,0.212,05/27/21,C,s,2023-05-01
2.61,0.2086,05/27/21,C,s,2023-05-01
2.63,0.202,05/27/21,C,s,2023-05-01
2.65,0.1956,05/27/21,C,s,2023-05-01
2.65,0.4332,05/27/21,P,s,2023-05-01
2.67,0.1893,05/27/21,C,s,2023-05-01
2.7,0.1803,05/27/21,C,s,2023-05-01
2.7,0.4679,05/27/21,P,s,2023-05-01
2.73,0.1717,05/27/21,C,s,2023-05-01
2.74,0.1689,05/27/21,C,s,2023-05-01
2.75,0.1662,05/27/21,C,s,2023-05-01
2.75,0.5036,05/27/21,P,s,2023-05-01
2.77,0.1608,05/27/21,C,s,2023-05-01
2.8,0.153,05/27/21,C,s,2023-05-01
2.82,0.148,05/27/21,C,s,2023-05-01
2.85,0.1408,05/27/21,C,s,2023-05-01
2.87,0.1362,05/27/21,C,s,2023-05-01
2.88,0.134,05/27/21,C,s,2023-05-01
2.9,0.1296,05/27/21,C,s,2023-05-01
3.0,0.1095,05/27/21,C,s,2023-05-01
3.05,0.1007,05/27/21,C,s,2023-05-01
3.25,0.0716,05/27/21,C,s,2023-05-01
3.5,0.0467,05/27/21,C,s,2023-05-01
3.7,0.0333,05/27/21,C,s,2023-05-01
3.75,0.0306,05/27/21,C,s,2023-05-01
4.0,0.0204,05/27/21,C,s,2023-05-01
4.5,0.0097,05/27/21,C,s,2023-05-01
4.7,0.0075,05/27/21,C,s,2023-05-01
4.75,0.007,05/27/21,C,s,2023-05-01
4.9,0.0059,05/27/21,C,s,2023-05-01
5.0,0.0053,05/27/21,C,s,2023-05-01
5.25,0.0041,05/27/21,C,s,2023-05-01
5.25,2.8375,05/27/21,P,s,2023-05-01
5.5,0.0033,05/27/21,C,s,2023-05-01
5.5,3.0863,05/27/21,P,s,2023-05-01
6.0,0.0022,05/27/21,C,s,2023-05-01
6.75,0.0013,05/27/21,C,s,2023-05-01
1.25,0.0021,05/27/21,P,,2023-06-01
1.5,0.0111,05/27/21,P,s,2023-06-01
1.75,0.0364,05/27/21,P,s,2023-06-01
1.9,0.0643,05/27/21,P,s,2023-06-01
2.0,0.0896,05/27/21,P,s,2023-06-01
2.25,0.18,05/27/21,P,s,2023-06-01
2.3,0.2027,05/27/21,P,s,2023-06-01
2.35,0.3278,05/27/21,C,s,2023-06-01
2.35,0.227,05/27/21,P,s,2023-06-01
2.36,0.232,05/27/21,P,s,2023-06-01
2.4,0.3037,05/27/21,C,s,2023-06-01
2.4,0.2528,05/27/21,P,s,2023-06-01
2.44,0.2854,05/27/21,C,s,2023-06-01
2.45,0.281,05/27/21,C,s,2023-06-01
2.45,0.28,05/27/21,P,s,2023-06-01
2.48,0.297,05/27/21,P,s,2023-06-01
2.5,0.2597,05/27/21,C,s,2023-06-01
2.5,0.3086,05/27/21,P,s,2023-06-01
2.55,0.2398,05/27/21,C,s,2023-06-01
2.57,0.2322,05/27/21,C,s,2023-06-01
2.58,0.2285,05/27/21,C,s,2023-06-01
2.59,0.2248,05/27/21,C,s,2023-06-01
2.6,0.2212,05/27/21,C,s,2023-06-01
2.61,0.2177,05/27/21,C,s,2023-06-01
2.63,0.2107,05/27/21,C,s,2023-06-01
2.65,0.2039,05/27/21,C,s,2023-06-01
2.65,0.4025,05/27/21,P,s,2023-06-01
2.67,0.1973,05/27/21,C,s,2023-06-01
2.7,0.1878,05/27/21,C,s,2023-06-01
2.7,0.4363,05/27/21,P,s,2023-06-01
2.73,0.1787,05/27/21,C,s,2023-06-01
2.74,0.1757,05/27/21,C,s,2023-06-01
2.75,0.1728,05/27/21,C,s,2023-06-01
2.75,0.4713,05/27/21,P,s,2023-06-01
2.77,0.1671,05/27/21,C,s,2023-06-01
2.8,0.1589,05/27/21,C,s,2023-06-01
2.82,0.1537,05/27/21,C,s,2023-06-01
2.85,0.1461,05/27/21,C,s,2023-06-01
2.87,0.1412,05/27/21,C,s,2023-06-01
2.88,0.1389,05/27/21,C,s,2023-06-01
2.9,0.1342,05/27/21,C,s,2023-06-01
3.0,0.1131,05/27/21,C,s,2023-06-01
3.05,0.1038,05/27/21,C,s,2023-06-01
3.25,0.0734,05/27/21,C,s,2023-06-01
3.5,0.0474,05/27/21,C,s,2023-06-01
3.7,0.0335,05/27/21,C,s,2023-06-01
3.75,0.0307,05/27/21,C,s,2023-06-01
4.0,0.0202,05/27/21,C,s,2023-06-01
4.5,0.0095,05/27/21,C,s,2023-06-01
4.7,0.0073,05/27/21,C,s,2023-06-01
4.85,0.0061,05/27/21,C,s,2023-06-01
4.9,0.0057,05/27/21,C,s,2023-06-01
5.0,0.0051,05/27/21,C,s,2023-06-01
5.25,0.004,05/27/21,C,s,2023-06-01
5.25,2.7978,05/27/21,P,s,2023-06-01
5.5,0.0032,05/27/21,C,s,2023-06-01
5.5,3.0465,05/27/21,P,s,2023-06-01
6.0,0.0022,05/27/21,C,s,2023-06-01
6.75,0.0013,05/27/21,C,s,2023-06-01
1.25,0.0017,05/27/21,P,,2023-07-01
1.5,0.0093,05/27/21,P,s,2023-07-01
1.75,0.0314,05/27/21,P,s,2023-07-01
1.9,0.0564,05/27/21,P,s,2023-07-01
2.0,0.0795,05/27/21,P,s,2023-07-01
2.25,0.1635,05/27/21,P,s,2023-07-01
2.3,0.1849,05/27/21,P,s,2023-07-01
2.35,0.3496,05/27/21,C,s,2023-07-01
2.35,0.2079,05/27/21,P,s,2023-07-01
2.36,0.2127,05/27/21,P,s,2023-07-01
2.4,0.2325,05/27/21,P,s,2023-07-01
2.44,0.305,05/27/21,C,s,2023-07-01
2.45,0.3004,05/27/21,C,s,2023-07-01
2.45,0.2585,05/27/21,P,s,2023-07-01
2.48,0.2748,05/27/21,P,s,2023-07-01
2.5,0.2779,05/27/21,C,s,2023-07-01
2.5,0.2859,05/27/21,P,s,2023-07-01
2.55,0.2569,05/27/21,C,s,2023-07-01
2.57,0.2488,05/27/21,C,s,2023-07-01
2.58,0.2449,05/27/21,C,s,2023-07-01
2.59,0.241,05/27/21,C,s,2023-07-01
2.6,0.2372,05/27/21,C,s,2023-07-01
2.61,0.2334,05/27/21,C,s,2023-07-01
2.63,0.226,05/27/21,C,s,2023-07-01
2.65,0.2188,05/27/21,C,s,2023-07-01
2.65,0.3765,05/27/21,P,s,2023-07-01
2.67,0.2118,05/27/21,C,s,2023-07-01
2.7,0.2017,05/27/21,C,s,2023-07-01
2.7,0.4092,05/27/21,P,s,2023-07-01
2.73,0.192,05/27/21,C,s,2023-07-01
2.74,0.1888,05/27/21,C,s,2023-07-01
2.75,0.1857,05/27/21,C,s,2023-07-01
2.75,0.4432,05/27/21,P,s,2023-07-01
2.77,0.1797,05/27/21,C,s,2023-07-01
2.8,0.1709,05/27/21,C,s,2023-07-01
2.82,0.1653,05/27/21,C,s,2023-07-01
2.85,0.1572,05/27/21,C,s,2023-07-01
2.87,0.152,05/27/21,C,s,2023-07-01
2.88,0.1495,05/27/21,C,s,2023-07-01
2.9,0.1445,05/27/21,C,s,2023-07-01
3.0,0.1219,05/27/21,C,s,2023-07-01
3.05,0.1118,05/27/21,C,s,2023-07-01
3.25,0.0791,05/27/21,C,s,2023-07-01
3.5,0.051,05/27/21,C,s,2023-07-01
3.7,0.036,05/27/21,C,s,2023-07-01
3.75,0.0331,05/27/21,C,s,2023-07-01
4.0,0.0217,05/27/21,C,s,2023-07-01
4.5,0.0101,05/27/21,C,s,2023-07-01
4.7,0.0077,05/27/21,C,s,2023-07-01
4.9,0.0061,05/27/21,C,s,2023-07-01
5.0,0.0054,05/27/21,C,s,2023-07-01
5.25,0.0042,05/27/21,C,s,2023-07-01
