CALLS UPDATED,CALLS VOLUME,CALLS HIGH,CALL SLOW,CALLS PRIOR SETTLE,CALLS CHANGE,CALLS LAST,PUTS LAST,PUTS CHANGE,PUTS PRIOR SETTLE,PUTS LOW,PUTS HIGH,PUTS VOLUME,PUTS UPDATED,STRIKE PRICE,Date
16:00:00 CT 30 May 2021,0,-,-,2.4069,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.3569,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,650.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.3069,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,700.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.2569,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.2069,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.1569,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.1069,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.0569,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,2.0069,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.9569,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.9069,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.8569,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.8069,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1200.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.7569,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.7070,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1300.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.6570,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1350.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.6070,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1400.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.5570,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1450.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.5070,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,1500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.4571,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,1550.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.4072,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,1600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.3573,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,1650.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.3074,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,1700.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.2575,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0006,-,-,1750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.2077,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0007,-,-,1800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.1579,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0009,-,-,1850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.1081,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0011,-,-,1900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.0582,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0013,-,-,1950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,1.0084,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0014,-,-,2000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.9586,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0017,-,-,2050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.9090,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0020,-,-,2100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.8693,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0023,-,-,2140.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.8594,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0024,-,-,2150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.8100,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0030,-,-,2200.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.7608,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0038,-,-,2250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.7510,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0040,-,-,2260.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.7119,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0049,-,-,2300.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.6731,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0061,-,-,2340.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.6635,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0065,-,-,2350.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.6156,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0086,-,-,2400.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.5966,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0096,-,-,2420.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.5683,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0114,-,-,2450.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.5590,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0120,-,-,2460.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.5404,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0135,-,-,2480.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.5221,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0151,-,-,2500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.5130,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0160,-,-,2510.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.4949,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0179,-,-,2530.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.4771,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0201,-,-,2550.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.4336,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0266,-,-,2600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.4083,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0313,-,-,2630.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.3919,-,-,22:22:02 CT 30 May 2021,1,-,-,0.0349,-,-,2650.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.3522,-,-,17:23:07 CT 30 May 2021,2,-,-,0.0452,-,-,2700.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.3146,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0576,-,-,2750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.2931,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0661,-,-,2780.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.2793,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0723,-,-,2800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.2658,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0788,-,-,2820.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.2463,-,-,22:22:02 CT 30 May 2021,1,-,-,0.0893,-,-,2850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.2338,-,-,16:00:00 CT 30 May 2021,0,-,-,0.0968,-,-,2870.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.2158,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1088,-,-,2900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.2099,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1129,-,-,2910.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1986,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1216,-,-,2930.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1877,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1307,-,-,2950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1772,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1402,-,-,2970.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1623,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1553,-,-,3000.0,Sep 2021
17:21:50 CT 30 May 2021,1,0.1710,0.1710,0.1396,+0.0314,0.1710,16:00:00 CT 30 May 2021,0,-,-,0.1826,-,-,3050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1354,-,-,16:00:00 CT 30 May 2021,0,-,-,0.1884,-,-,3060.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1197,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2127,-,-,3100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1160,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2190,-,-,3110.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1124,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2254,-,-,3120.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.1021,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2451,-,-,3150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0958,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2588,-,-,3170.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0871,-,-,16:00:00 CT 30 May 2021,0,-,-,0.2801,-,-,3200.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0792,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3022,-,-,3230.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0743,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3173,-,-,3250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0632,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3562,-,-,3300.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0593,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3723,-,-,3320.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0538,-,-,16:00:00 CT 30 May 2021,0,-,-,0.3968,-,-,3350.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0459,-,-,16:00:00 CT 30 May 2021,0,-,-,0.4388,-,-,3400.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0391,-,-,16:00:00 CT 30 May 2021,0,-,-,0.4821,-,-,3450.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0356,-,-,16:00:00 CT 30 May 2021,0,-,-,0.5086,-,-,3480.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0335,-,-,16:00:00 CT 30 May 2021,0,-,-,0.5265,-,-,3500.0,Sep 2021
17:23:07 CT 30 May 2021,2,-,-,0.0288,-,-,16:00:00 CT 30 May 2021,0,-,-,0.5717,-,-,3550.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0248,-,-,16:00:00 CT 30 May 2021,0,-,-,0.6178,-,-,3600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0214,-,-,16:00:00 CT 30 May 2021,0,-,-,0.6644,-,-,3650.0,Sep 2021
17:16:17 CT 30 May 2021,5,0.0220,0.0220,0.0186,+0.0034,0.0220,16:00:00 CT 30 May 2021,0,-,-,0.7116,-,-,3700.0,Sep 2021
21:07:42 CT 30 May 2021,2,0.0180,0.0180,0.0162,+0.0018,0.0180,16:00:00 CT 30 May 2021,0,-,-,0.7592,-,-,3750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0142,-,-,16:00:00 CT 30 May 2021,0,-,-,0.8071,-,-,3800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0124,-,-,16:00:00 CT 30 May 2021,0,-,-,0.8554,-,-,3850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0110,-,-,16:00:00 CT 30 May 2021,0,-,-,0.9040,-,-,3900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0098,-,-,16:00:00 CT 30 May 2021,0,-,-,0.9527,-,-,3950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0087,-,-,16:00:00 CT 30 May 2021,0,-,-,1.0017,-,-,4000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0079,-,-,16:00:00 CT 30 May 2021,0,-,-,1.0508,-,-,4050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0071,-,-,16:00:00 CT 30 May 2021,0,-,-,1.1001,-,-,4100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0064,-,-,16:00:00 CT 30 May 2021,0,-,-,1.1494,-,-,4150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0058,-,-,16:00:00 CT 30 May 2021,0,-,-,1.1988,-,-,4200.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0053,-,-,16:00:00 CT 30 May 2021,0,-,-,1.2482,-,-,4250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0048,-,-,16:00:00 CT 30 May 2021,0,-,-,1.2978,-,-,4300.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0044,-,-,16:00:00 CT 30 May 2021,0,-,-,1.3474,-,-,4350.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0041,-,-,16:00:00 CT 30 May 2021,0,-,-,1.3970,-,-,4400.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0037,-,-,16:00:00 CT 30 May 2021,0,-,-,1.4467,-,-,4450.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0035,-,-,16:00:00 CT 30 May 2021,0,-,-,1.4964,-,-,4500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0032,-,-,16:00:00 CT 30 May 2021,0,-,-,1.5461,-,-,4550.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0030,-,-,16:00:00 CT 30 May 2021,0,-,-,1.5959,-,-,4600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0028,-,-,16:00:00 CT 30 May 2021,0,-,-,1.6457,-,-,4650.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0026,-,-,16:00:00 CT 30 May 2021,0,-,-,1.6955,-,-,4700.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0024,-,-,16:00:00 CT 30 May 2021,0,-,-,1.7453,-,-,4750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0023,-,-,16:00:00 CT 30 May 2021,0,-,-,1.7952,-,-,4800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0021,-,-,16:00:00 CT 30 May 2021,0,-,-,1.8450,-,-,4850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0020,-,-,16:00:00 CT 30 May 2021,0,-,-,1.8949,-,-,4900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0019,-,-,16:00:00 CT 30 May 2021,0,-,-,1.9448,-,-,4950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0018,-,-,16:00:00 CT 30 May 2021,0,-,-,1.9947,-,-,5000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0017,-,-,16:00:00 CT 30 May 2021,0,-,-,2.0446,-,-,5050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0016,-,-,16:00:00 CT 30 May 2021,0,-,-,2.0945,-,-,5100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0015,-,-,16:00:00 CT 30 May 2021,0,-,-,2.1444,-,-,5150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0014,-,-,16:00:00 CT 30 May 2021,0,-,-,2.1943,-,-,5200.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0013,-,-,16:00:00 CT 30 May 2021,0,-,-,2.2442,-,-,5250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0012,-,-,16:00:00 CT 30 May 2021,0,-,-,2.2941,-,-,5300.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0012,-,-,16:00:00 CT 30 May 2021,0,-,-,2.3441,-,-,5350.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0011,-,-,16:00:00 CT 30 May 2021,0,-,-,2.3940,-,-,5400.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0010,-,-,16:00:00 CT 30 May 2021,0,-,-,2.4439,-,-,5450.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0010,-,-,16:00:00 CT 30 May 2021,0,-,-,2.4939,-,-,5500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0009,-,-,16:00:00 CT 30 May 2021,0,-,-,2.5438,-,-,5550.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0008,-,-,16:00:00 CT 30 May 2021,0,-,-,2.5937,-,-,5600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0008,-,-,16:00:00 CT 30 May 2021,0,-,-,2.6437,-,-,5650.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0007,-,-,16:00:00 CT 30 May 2021,0,-,-,2.6936,-,-,5700.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0007,-,-,16:00:00 CT 30 May 2021,0,-,-,2.7436,-,-,5750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0006,-,-,16:00:00 CT 30 May 2021,0,-,-,2.7935,-,-,5800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0006,-,-,16:00:00 CT 30 May 2021,0,-,-,2.8435,-,-,5850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0006,-,-,16:00:00 CT 30 May 2021,0,-,-,2.8935,-,-,5900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,16:00:00 CT 30 May 2021,0,-,-,2.9434,-,-,5950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,16:00:00 CT 30 May 2021,0,-,-,2.9934,-,-,6000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0005,-,-,16:00:00 CT 30 May 2021,0,-,-,3.0433,-,-,6050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,3.0933,-,-,6100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,3.1433,-,-,6150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,3.1933,-,-,6200.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0004,-,-,16:00:00 CT 30 May 2021,0,-,-,3.2432,-,-,6250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,3.2932,-,-,6300.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,3.3432,-,-,6350.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,3.3932,-,-,6400.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,3.4431,-,-,6450.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0003,-,-,16:00:00 CT 30 May 2021,0,-,-,3.4931,-,-,6500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.5431,-,-,6550.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.5931,-,-,6600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.6431,-,-,6650.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.6931,-,-,6700.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.7430,-,-,6750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.7930,-,-,6800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.8430,-,-,6850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0002,-,-,16:00:00 CT 30 May 2021,0,-,-,3.8930,-,-,6900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,3.9430,-,-,6950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,3.9930,-,-,7000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.0430,-,-,7050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.0930,-,-,7100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.1430,-,-,7150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.1929,-,-,7200.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.2429,-,-,7250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.2929,-,-,7300.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.3429,-,-,7350.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.3929,-,-,7400.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.4429,-,-,7450.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.4929,-,-,7500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.5429,-,-,7550.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.5929,-,-,7600.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.6429,-,-,7650.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.6929,-,-,7700.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.7429,-,-,7750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.7929,-,-,7800.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.8429,-,-,7850.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.8929,-,-,7900.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.9429,-,-,7950.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,4.9929,-,-,8000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,5.0428,-,-,8050.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,5.0928,-,-,8100.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,5.1428,-,-,8150.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,5.2428,-,-,8250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,5.4928,-,-,8500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,5.7428,-,-,8750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,5.9928,-,-,9000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,6.2428,-,-,9250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,6.4928,-,-,9500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,6.7428,-,-,9750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,6.9927,-,-,10000.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,7.2427,-,-,10250.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,7.4927,-,-,10500.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,7.7427,-,-,10750.0,Sep 2021
16:00:00 CT 30 May 2021,0,-,-,0.0001,-,-,16:00:00 CT 30 May 2021,0,-,-,7.9927,-,-,11000.0,Sep 2021
